id,name,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,latitude,longitude,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,amenities,square_feet,price,guests_included,extra_people,minimum_nights,maximum_nights,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,calculated_host_listings_count,reviews_per_month
8515408,Queen Anne Hill Craftsman studio,within an hour,100%,100%,f,Queen Anne,1,t,t,Queen Anne,47.63803516,-122.3609101,Bungalow,Entire home/apt,2,1,0,1,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Dog(s)"", ""Cat(s)"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials}",,$110.00,1,$0.00,2,1125,3,100,10,10,10,10,10,10,f,moderate,f,f,1,1.06
5383192,Craftsman House Near Everything,N/A,N/A,N/A,f,Queen Anne,1,t,t,Queen Anne,47.63933159,-122.3615994,House,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$160.00,2,$25.00,2,1125,1,100,8,10,10,10,10,10,f,moderate,f,f,1,0.16
1112092,Seattle Backyard Cottage-Queen Anne,within an hour,100%,100%,f,Queen Anne,1,t,t,Queen Anne,47.63530805,-122.3665317,House,Entire home/apt,4,1,1,3,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating}",,$130.00,2,$25.00,3,1125,26,95,10,10,9,10,10,9,t,moderate,f,f,1,0.8
7772661,:: Carriage House :: Queen Anne ::,within an hour,100%,100%,f,Queen Anne,1,t,t,Queen Anne,47.63737488,-122.3694109,House,Entire home/apt,2,1,0,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$99.00,2,$50.00,1,1125,2,100,10,10,10,10,10,10,f,moderate,f,f,1,2
9254900,STUDIO APARTMENT WITH A VIEW,within an hour,100%,100%,f,,1,t,t,,47.63829757,-122.3737787,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Washer"", ""Dryer"", ""Essentials}",,$100.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
7714294,Top Floor Apt. W/ Spectacular View!,N/A,N/A,N/A,f,Queen Anne,2,t,t,Queen Anne,47.63175344,-122.3712717,Apartment,Entire home/apt,3,1,1,1,Futon,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Essentials"", ""Shampoo}",,$137.00,2,$20.00,2,1125,3,100,10,10,10,10,10,10,t,moderate,f,f,2,0.64
10310373,"Cozy, cute, Queen Anne living",N/A,N/A,N/A,f,Queen Anne,1,t,f,Queen Anne,47.63858056,-122.3753257,Apartment,Private room,3,1,1,1,Real Bed,"{Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials"", ""Shampoo"", ""Lock on Bedroom Door"", ""Hangers}",,$20.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
9368342,"Beautiful, Modern Townhouse",within a few hours,100%,100%,f,Queen Anne,1,t,t,Queen Anne,47.63788372,-122.3673711,Townhouse,Entire home/apt,2,1.5,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron}",,$150.00,2,$30.00,4,1125,0,,,,,,,,f,strict,f,f,1,
6361863,Located in the heart of Queen Anne,within an hour,100%,100%,f,Queen Anne,1,t,t,Queen Anne,47.63751735,-122.3608117,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$145.00,2,$10.00,2,1125,44,94,10,10,10,10,10,9,f,moderate,f,f,1,5.64
8105221,Cozy room in Modern Queen Anne Home,within a day,70%,100%,f,Queen Anne,1,t,t,Queen Anne,47.63687418,-122.3722717,Townhouse,Private room,2,1,1,1,Futon,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Breakfast"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials"", ""Shampoo}",,$80.00,1,$0.00,1,1125,10,100,10,10,10,10,10,10,f,flexible,f,f,1,2.5
3269390,Stand alone Guest Cottage,within an hour,100%,100%,t,Queen Anne,3,t,t,Queen Anne,47.63256274,-122.3672228,House,Entire home/apt,2,1,0,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$95.00,1,$0.00,3,1125,77,98,10,10,10,10,10,10,t,moderate,f,f,1,4.12
4566393,Beautiful West Queen Anne Craftsman,N/A,N/A,N/A,f,Queen Anne,1,t,f,Queen Anne,47.63532192,-122.3661211,House,Entire home/apt,4,2.5,3,3,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Shampoo}",,$400.00,4,$20.00,2,1125,0,,,,,,,,f,moderate,f,f,1,
9282409,Bright & Airy room w/ $1M views,within a day,100%,100%,f,Queen Anne,1,t,t,Queen Anne,47.63263391,-122.3693184,House,Private room,2,2,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo}",,$85.00,1,$0.00,2,1125,2,100,10,10,10,10,10,10,f,moderate,f,f,1,1.3
8095168,Private room in upper QA w/ view!,N/A,N/A,N/A,f,Queen Anne,2,t,t,Queen Anne,47.63260004,-122.3699524,Apartment,Private room,2,1,1,1,Futon,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Breakfast"", ""Pets live on this property"", ""Dog(s)"", ""Cat(s)"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$70.00,1,$0.00,1,1125,1,100,10,10,10,10,10,10,f,flexible,f,f,2,0.25
2746782,Suite Garage on Queen Anne,within an hour,100%,100%,t,Queen Anne,5,t,t,Queen Anne,47.64105215,-122.3750817,Apartment,Entire home/apt,2,1,0,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Essentials}",,$90.00,1,$0.00,2,14,109,97,10,10,10,10,9,10,f,strict,t,t,5,5.24
6424982,Peaceful Queen Anne Getaway,within a few hours,100%,100%,f,Queen Anne,1,t,f,Queen Anne,47.63140095,-122.3676901,House,Private room,2,1,1,1,Real Bed,"{Cable TV"", ""Wireless Internet"", ""Free Parking on Premises"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Smoke Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$80.00,2,$15.00,1,6,52,92,9,9,10,10,10,9,f,flexible,f,f,1,7.06
762029,Hand crafted Gypsy Wagon with heart,within an hour,100%,100%,t,Queen Anne,5,t,t,Queen Anne,47.64152493,-122.3761504,Camper/RV,Private room,2,1,1,2,Real Bed,"{Wireless Internet"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Family/Kid Friendly"", ""Essentials"", ""Shampoo}",,$60.00,2,$0.00,2,7,191,97,10,10,10,10,9,10,f,strict,t,t,5,4.96
8988281,Cozy 2 BR/1 BA Queen Anne Home,within an hour,67%,100%,f,Queen Anne,1,t,f,Queen Anne,47.6353107,-122.3635056,House,Entire home/apt,4,1,2,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Pets live on this property"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials}",,$175.00,4,$50.00,1,15,0,,,,,,,,f,moderate,f,f,1,
7077910,"Modern Townhouse, Heart of Ballard!",within an hour,100%,100%,f,,1,t,t,,47.66932717,-122.3925936,House,Entire home/apt,6,2.5,3,4,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Gym"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Suitable for Events"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$170.00,6,$100.00,4,1125,9,91,9,9,10,10,10,9,f,strict,f,f,1,1.82
3772674,Cozy Ballard Apartment,within an hour,100%,100%,f,Ballard,1,t,t,Ballard,47.67407416,-122.3938641,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$85.00,2,$20.00,3,1125,65,98,10,10,10,10,10,10,t,moderate,f,f,1,3.94
7021906,Plum Modern - 5 bdrm Tranquility,within a few hours,100%,100%,t,Ballard,4,t,t,Ballard,47.67362807,-122.389302,House,Entire home/apt,12,3.5,5,7,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Hot Tub"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$465.00,1,$0.00,3,1125,5,96,10,10,10,10,10,9,f,strict,f,f,1,1.38
7618605,1BR-Ultra Hip Ballard-Walk to Bars!,within a few hours,100%,100%,f,Ballard,1,t,t,Ballard,47.66845996,-122.379516,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials}",,$175.00,1,$0.00,1,1125,5,96,10,10,10,10,10,9,f,flexible,f,f,1,1.01
10234558,Cozy BR in heart of lively Ballard,within an hour,100%,N/A,f,,1,t,f,,47.67066232,-122.3786659,Condominium,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer}",,$50.00,0,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
7021702,"Modern, Cozy 1 Bedroom Apartment",N/A,N/A,N/A,f,Ballard,1,t,f,Ballard,47.67264618,-122.389333,Apartment,Private room,2,1,1,1,Real Bed,{},,$60.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
7680439,Urban cottage in heart of Ballard,within a few hours,100%,100%,f,Ballard,1,t,t,Ballard,47.67317538,-122.3822596,House,Private room,2,1,1,1,Pull-out Sofa,"{Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Breakfast"", ""Pets live on this property"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron}",,$59.00,1,$0.00,1,1125,16,93,9,10,10,10,10,10,f,flexible,f,f,1,3.29
4258515,**Be in the MIDDLE OF EVERYTHING!*,within an hour,90%,100%,f,Ballard,1,t,t,Ballard,47.667933,-122.3786525,Apartment,Private room,4,1,1,4,Real Bed,"{TV"", ""Air Conditioning"", ""Wheelchair Accessible"", ""Kitchen"", ""Free Parking on Premises"", ""Gym"", ""Pets live on this property"", ""Elevator in Building"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials}",,$47.00,2,$10.00,1,1125,23,77,8,8,9,9,9,8,f,strict,f,t,1,3.07
1148517,Cute Cottage in Sunny Ballard,within a day,100%,100%,f,Ballard,1,t,t,Ballard,47.67296864,-122.3973382,House,Entire home/apt,4,1,2,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""First Aid Kit"", ""Essentials"", ""Shampoo}",,$145.00,4,$30.00,2,14,45,97,9,9,10,10,10,9,f,moderate,t,t,1,1.44
2487892,Two blocks from downtown Ballard,within a few hours,100%,100%,f,Ballard,1,t,t,Ballard,47.66862742,-122.3894959,House,Private room,2,1,1,1,Futon,"{Internet"", ""Wireless Internet"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Family/Kid Friendly"", ""Smoke Detector"", ""Shampoo}",,$70.00,1,$0.00,1,1125,75,94,10,9,10,10,10,10,f,flexible,f,f,1,3.46
3038772,"Cozy Private Room, Bath and Patio",within an hour,100%,100%,f,Ballard,1,t,t,Ballard,47.67011138,-122.3938693,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Pets live on this property"", ""Dog(s)"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$55.00,1,$10.00,2,1125,86,94,9,10,10,10,10,10,f,moderate,f,f,1,4.43
699460,Ballard Artist's Studio,within an hour,100%,100%,t,Ballard,1,t,t,Ballard,47.6716905,-122.3852391,House,Private room,4,1,1,2,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$95.00,2,$35.00,2,90,151,97,10,10,10,10,10,10,f,moderate,f,f,1,3.85
4085439,Historic Ballard House,within an hour,100%,100%,f,Ballard,1,t,t,Ballard,47.67083618,-122.3925371,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Cable TV"", ""Wireless Internet"", ""Pets live on this property"", ""Dog(s)"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$125.00,1,$0.00,1,1125,6,92,10,10,10,10,10,8,t,flexible,f,f,1,0.38
8053990,Nautical Bedroom in Modern House,within an hour,100%,100%,f,Ballard,3,t,t,Ballard,47.67088677,-122.3930293,House,Private room,2,1,1,1,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Indoor Fireplace"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Essentials"", ""Shampoo}",,$65.00,1,$0.00,1,26,16,94,10,10,10,10,10,10,f,moderate,f,f,3,3.75
7011773,Pull out couch in garage,within an hour,100%,100%,f,Ballard,3,t,t,Ballard,47.67011497,-122.3929944,House,Private room,1,1,1,1,Pull-out Sofa,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Essentials}",,$25.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,3,
2467550,Tiny Ballard House Near Transit,within an hour,100%,100%,f,Ballard,1,t,t,Ballard,47.67430793,-122.3767423,House,Entire home/apt,4,1,0,2,Real Bed,"{Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Cat(s)"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$40.00,2,$10.00,5,1125,0,,,,,,,,f,strict,f,f,1,
2686374,Bunkhouse Topbunk/Airstream Retreat,within an hour,100%,100%,f,Ballard,4,t,t,Ballard,47.67125039,-122.3826391,House,Entire home/apt,6,1,3,4,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Free Parking on Premises"", ""Pets Allowed"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$149.00,4,$20.00,1,1125,165,95,9,10,10,10,10,9,t,moderate,f,f,2,7.84
1956274,Sweet Ballard Apartment for Two,within an hour,100%,100%,t,Ballard,1,t,t,Ballard,47.66869206,-122.3960894,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Pets live on this property"", ""Dog(s)"", ""Cat(s)"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$125.00,0,$0.00,3,1125,48,100,10,10,10,10,10,10,f,strict,f,f,1,2.11
8537192,Charming Old Ballard Bungalow (2/2),within a day,67%,100%,f,Ballard,3,t,t,Ballard,47.67180552,-122.3880471,House,Private room,2,0.5,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$55.00,1,$0.00,1,1125,0,,,,,,,,f,flexible,f,f,2,
5919096,Ballard Victorian 900 sq ft apt,within an hour,100%,N/A,t,Ballard,2,t,t,Ballard,47.6714184,-122.3853854,Apartment,Entire home/apt,4,1,1,3,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials}",,$129.00,1,$0.00,5,999,2,100,10,10,10,10,10,10,f,strict,f,f,2,0.26
6516529,"One-bedroom Apartment, Ballard",N/A,N/A,N/A,f,Ballard,1,t,t,Ballard,47.66874895,-122.38387,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Smoke Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$100.00,1,$0.00,1,1125,0,,,,,,,,f,strict,f,f,1,
3294243,Beautiful Ballard condo with view!,within a few hours,100%,100%,t,Ballard,1,t,f,Ballard,47.67268172,-122.3877307,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials}",,$150.00,1,$0.00,2,1125,27,93,10,10,10,10,10,9,f,moderate,f,f,1,1.48
10210971,Bedroom & private bath in Ballard,N/A,N/A,N/A,f,,1,t,t,,47.66968185,-122.3909885,Townhouse,Private room,1,1,1,1,Real Bed,"{Internet"", ""Wireless Internet"", ""Heating"", ""Smoke Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""24-Hour Check-in"", ""Hangers"", ""Laptop Friendly Workspace}",,$50.00,1,$20.00,1,1125,0,,,,,,,,f,flexible,f,f,1,
3584790,2 Bedrm Apt in the heart of Ballard,within a few hours,100%,N/A,f,Ballard,1,t,t,Ballard,47.67504404,-122.3827149,Apartment,Entire home/apt,6,1,2,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Safety Card"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$99.00,4,$0.00,5,15,0,,,,,,,,f,moderate,f,f,1,
1266459,Pretty Condo in Downtown Ballard,within a day,100%,100%,f,Ballard,1,t,t,Ballard,47.66797917,-122.3821054,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,"{Wireless Internet"", ""Kitchen"", ""Free Parking on Premises"", ""Elevator in Building"", ""Washer"", ""Dryer}",,$150.00,2,$50.00,2,1125,9,98,10,10,10,10,9,9,f,strict,f,f,1,0.3
9098059,Loft bedroom & art studio,within a day,67%,100%,f,Ballard,3,t,t,Ballard,47.67324985,-122.3873317,Bungalow,Entire home/apt,4,1,1,3,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher}",,$105.00,1,$0.00,2,1125,0,,,,,,,,f,flexible,f,f,2,
408526,Chic 3 bed 4 bath Ballard townhome,within a day,100%,100%,f,Ballard,2,t,t,Ballard,47.67553327,-122.376324,House,Entire home/apt,7,4,3,3,Real Bed,"{TV"", ""Cable TV"", ""Internet"", ""Wireless Internet"", ""Wheelchair Accessible"", ""Kitchen"", ""Free Parking on Premises"", ""Indoor Fireplace"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Essentials"", ""Shampoo}",,$218.00,4,$15.00,14,60,0,,,,,,,,f,strict,f,f,1,
4118282,"Private, clean, spacious Townhome",within a few hours,100%,100%,f,Ballard,1,t,t,Ballard,47.67570811,-122.3875594,House,Entire home/apt,5,1.5,2,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$80.00,1,$0.00,1,7,88,95,10,10,10,10,9,9,f,moderate,f,f,1,6.07
6813483,Victorian Charm in Heart of Ballard,within an hour,67%,100%,f,Ballard,1,t,f,Ballard,47.67477103,-122.3858305,Apartment,Entire home/apt,2,1,1,1,Real Bed,"{TV"", ""Wireless Internet"", ""Air Conditioning"", ""Kitchen"", ""Breakfast"", ""Pets live on this property"", ""Dog(s)"", ""Indoor Fireplace"", ""Heating"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""First Aid Kit"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo}",,$126.00,2,$25.00,2,1125,10,98,9,10,10,10,10,9,f,moderate,f,f,1,1.75
6590264,Modern Ballard Apt 4 Tech Travlers,within an hour,100%,100%,f,Ballard,1,t,f,Ballard,47.66987432,-122.3877174,Apartment,Entire home/apt,4,1,1,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Elevator in Building"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Fire Extinguisher"", ""Essentials"", ""Shampoo"", ""Hangers"", ""Hair Dryer"", ""Iron"", ""Laptop Friendly Workspace}",,$115.00,2,$50.00,1,1125,5,96,10,10,10,10,9,10,f,strict,f,f,1,0.82
2650482,Modern family home in Old Ballard,within a day,100%,100%,f,Ballard,1,t,t,Ballard,47.67097576,-122.3878253,Apartment,Entire home/apt,4,2,2,2,Real Bed,"{TV"", ""Internet"", ""Wireless Internet"", ""Kitchen"", ""Gym"", ""Elevator in Building"", ""Hot Tub"", ""Buzzer/Wireless Intercom"", ""Heating"", ""Family/Kid Friendly"", ""Washer"", ""Dryer"", ""Smoke Detector"", ""Carbon Monoxide Detector"", ""Shampoo}",,$225.00,1,$0.00,2,10,10,98,10,10,10,10,10,9,f,flexible,f,f,1,0.64
